Date,Heure,Température cible,Température Andeeraa (°C),Conductivité (mS/cm),Salinité (PSU),Relais
2025-06-30,14:23:25,18.00,18.039,40.138,30.102,0
2025-06-30,14:23:29,18.00,18.039,40.144,30.107,0
2025-06-30,14:23:32,18.00,18.036,40.145,30.110,0
2025-06-30,14:23:39,18.00,18.027,40.127,30.101,0
2025-06-30,14:23:43,18.00,18.032,40.126,30.097,0
2025-06-30,14:23:46,18.00,18.029,40.126,30.099,0
2025-06-30,14:23:50,18.00,18.027,40.127,30.101,0
2025-06-30,14:23:53,18.00,18.022,40.117,30.097,0
2025-06-30,14:23:56,18.00,18.022,40.124,30.102,0
2025-06-30,14:24:00,18.00,18.022,40.128,30.106,0
2025-06-30,14:24:03,18.00,18.017,40.121,30.103,0
2025-06-30,14:24:10,18.00,18.015,40.116,30.101,0
2025-06-30,14:24:14,18.00,18.014,40.098,30.086,0
2025-06-30,14:24:17,18.00,18.012,40.112,30.100,0
2025-06-30,14:24:21,18.00,18.009,40.110,30.101,0
2025-06-30,14:24:24,18.00,18.012,40.114,30.102,0
2025-06-30,14:24:27,18.00,18.007,40.105,30.097,0
2025-06-30,14:24:31,18.00,17.998,40.095,30.095,1
2025-06-30,14:24:34,18.00,17.996,40.097,30.099,1
2025-06-30,14:24:41,18.00,17.991,40.094,30.100,1
2025-06-30,14:24:45,18.00,17.989,40.079,30.089,1
2025-06-30,14:24:48,18.00,17.987,40.091,30.101,1
2025-06-30,14:24:52,18.00,17.980,40.081,30.097,1
2025-06-30,14:24:55,18.00,17.980,40.099,30.113,1
2025-06-30,14:24:58,18.00,17.980,40.094,30.109,1
2025-06-30,14:25:02,18.00,17.979,40.090,30.106,1
2025-06-30,14:25:05,18.00,17.973,40.099,30.117,1
2025-06-30,14:25:12,18.00,17.985,40.117,30.123,1
2025-06-30,14:25:16,18.00,17.989,40.141,30.140,1
2025-06-30,14:25:19,18.00,17.997,40.126,30.122,1
2025-06-30,14:25:23,18.00,17.998,40.118,30.115,1
2025-06-30,14:25:26,18.00,18.002,40.114,30.109,0
2025-06-30,14:25:29,18.00,18.004,40.112,30.106,0
2025-06-30,14:25:33,18.00,17.999,40.118,30.114,0
2025-06-30,14:25:36,18.00,17.997,40.153,30.145,1
2025-06-30,14:25:43,18.00,18.004,40.110,30.104,0
2025-06-30,14:25:47,18.00,18.006,40.115,30.106,0
2025-06-30,14:25:50,18.00,18.014,40.123,30.108,0
2025-06-30,14:25:54,18.00,18.002,40.122,30.115,0
2025-06-30,14:25:57,18.00,18.008,40.125,30.114,0
2025-06-30,14:26:00,18.00,18.014,40.120,30.105,0
2025-06-30,14:26:04,18.00,18.013,40.134,30.117,0
2025-06-30,14:26:07,18.00,18.018,40.138,30.117,0
2025-06-30,14:26:14,18.00,18.022,40.139,30.115,0
2025-06-30,14:26:18,18.00,18.032,40.137,30.107,0
2025-06-30,14:26:21,18.00,18.028,40.139,30.111,0
2025-06-30,14:26:25,18.00,18.029,40.136,30.107,0
2025-06-30,14:26:28,18.00,18.031,40.136,30.106,0
2025-06-30,14:26:31,18.00,18.025,40.129,30.104,0
2025-06-30,14:26:35,18.00,18.021,40.138,30.115,0
2025-06-30,14:26:38,18.00,18.025,40.123,30.100,0
2025-06-30,14:26:45,18.00,18.020,40.118,30.099,0
2025-06-30,14:26:49,18.00,18.017,40.113,30.097,0
2025-06-30,14:26:52,18.00,18.015,40.126,30.109,0
2025-06-30,14:26:56,18.00,18.006,40.119,30.110,0
2025-06-30,14:26:59,18.00,18.007,40.121,30.111,0
2025-06-30,14:27:02,18.00,18.005,40.106,30.100,0
2025-06-30,14:27:06,18.00,18.011,40.111,30.100,0
2025-06-30,14:27:09,18.00,18.007,40.114,30.105,0
2025-06-30,14:27:16,18.00,18.003,40.098,30.095,0
2025-06-30,14:27:20,18.00,18.001,40.105,30.102,0
2025-06-30,14:27:23,18.00,18.001,40.097,30.095,0
2025-06-30,14:27:27,18.00,18.001,40.091,30.090,0
2025-06-30,14:27:30,18.00,17.993,40.096,30.100,1
2025-06-30,14:27:33,18.00,17.998,40.100,30.100,1
2025-06-30,14:27:37,18.00,17.987,40.082,30.093,1
2025-06-30,14:27:40,18.00,17.987,40.094,30.103,1
2025-06-30,14:27:47,18.00,17.987,40.081,30.091,1
2025-06-30,14:27:51,18.00,17.981,40.080,30.095,1
2025-06-30,14:27:54,18.00,17.978,40.081,30.099,1
2025-06-30,14:27:58,18.00,17.979,40.075,30.093,1
2025-06-30,14:28:01,18.00,17.980,40.081,30.097,1
2025-06-30,14:28:04,18.00,17.966,40.082,30.108,1
2025-06-30,14:28:08,18.00,17.974,40.077,30.098,1
2025-06-30,14:28:11,18.00,17.978,40.083,30.100,1
2025-06-30,14:28:18,18.00,17.975,40.094,30.112,1
2025-06-30,14:28:22,18.00,17.978,40.098,30.112,1
2025-06-30,14:28:25,18.00,17.981,40.098,30.111,1
2025-06-30,14:28:29,18.00,17.983,40.082,30.096,1
2025-06-30,14:28:32,18.00,17.986,40.085,30.096,1
2025-06-30,14:28:35,18.00,17.985,40.105,30.114,1
2025-06-30,14:28:39,18.00,17.984,40.109,30.118,1
2025-06-30,14:28:42,18.00,17.993,40.105,30.108,1
2025-06-30,14:28:49,18.00,17.993,40.117,30.118,1
2025-06-30,14:28:53,18.00,17.996,40.117,30.116,1
2025-06-30,14:28:56,18.00,18.001,40.125,30.119,1
2025-06-30,14:29:00,18.00,18.009,40.132,30.119,0
2025-06-30,14:29:03,18.00,18.017,40.130,30.111,0
2025-06-30,14:29:06,18.00,18.018,40.131,30.111,0
2025-06-30,14:29:10,18.00,18.025,40.137,30.111,0
2025-06-30,14:29:13,18.00,18.021,40.146,30.122,0
2025-06-30,14:29:20,18.00,18.021,40.148,30.123,0
2025-06-30,14:29:24,18.00,18.023,40.108,30.088,0
2025-06-30,14:29:27,18.00,18.023,40.131,30.108,0
2025-06-30,14:29:31,18.00,18.043,40.128,30.091,0
2025-06-30,14:29:34,18.00,18.043,40.146,30.105,0
2025-06-30,14:29:37,18.00,18.054,40.169,30.116,0
2025-06-30,14:29:41,18.00,18.051,40.176,30.124,0
2025-06-30,14:29:44,18.00,18.039,40.148,30.110,0
2025-06-30,14:29:51,18.00,18.045,40.166,30.120,0
2025-06-30,14:29:55,18.00,18.048,40.164,30.117,0
2025-06-30,14:29:58,18.00,18.052,40.145,30.097,0
2025-06-30,14:30:02,18.00,18.056,40.148,30.097,0
2025-06-30,14:30:05,18.00,18.051,40.149,30.102,0
2025-06-30,14:30:08,18.00,18.046,40.143,30.101,0
2025-06-30,14:30:12,18.00,18.042,40.150,30.109,0
2025-06-30,14:30:15,18.00,18.040,40.138,30.100,0
2025-06-30,14:30:22,18.00,18.046,40.127,30.087,0
2025-06-30,14:30:26,18.00,18.039,40.132,30.097,0
2025-06-30,14:30:29,18.00,18.042,40.129,30.092,0
2025-06-30,14:30:33,18.00,18.042,40.130,30.093,0
2025-06-30,14:30:36,18.00,18.037,40.129,30.095,0
2025-06-30,14:30:39,18.00,18.032,40.125,30.096,0
2025-06-30,14:30:43,18.00,18.032,40.139,30.108,0
2025-06-30,14:30:46,18.00,18.027,40.131,30.105,0
2025-06-30,14:30:53,18.00,18.028,40.121,30.096,0
2025-06-30,14:30:57,18.00,18.023,40.129,30.106,0
2025-06-30,14:31:00,18.00,18.019,40.128,30.108,0
2025-06-30,14:31:04,18.00,18.023,40.110,30.090,0
2025-06-30,14:31:07,18.00,18.025,40.112,30.090,0
2025-06-30,14:31:10,18.00,18.017,40.110,30.095,0
2025-06-30,14:31:14,18.00,18.009,40.120,30.108,0
2025-06-30,14:31:17,18.00,18.016,40.110,30.095,0
2025-06-30,14:31:24,18.00,18.012,40.109,30.097,0
2025-06-30,14:31:28,18.00,18.013,40.113,30.099,0
2025-06-30,14:31:31,18.00,18.014,40.111,30.097,0
2025-06-30,14:31:35,18.00,18.000,40.098,30.097,0
2025-06-30,14:31:38,18.00,17.997,40.105,30.105,1
2025-06-30,14:31:41,18.00,17.999,40.111,30.109,1
2025-06-30,14:31:45,18.00,18.000,40.099,30.098,1
2025-06-30,14:31:48,18.00,17.999,40.106,30.104,1
2025-06-30,14:31:55,18.00,17.985,40.087,30.099,1
2025-06-30,14:31:59,18.00,17.992,40.118,30.120,1
2025-06-30,14:32:03,20.00,18.002,40.059,30.063,1
2025-06-30,14:32:07,20.00,18.015,40.077,30.068,1
2025-06-30,14:32:10,20.00,18.024,40.073,30.058,1
2025-06-30,14:32:14,20.00,18.012,40.074,30.068,1
2025-06-30,14:32:17,20.00,18.007,40.080,30.077,1
2025-06-30,14:32:20,20.00,18.001,40.093,30.092,1
2025-06-30,14:32:24,20.00,17.993,40.084,30.090,1
2025-06-30,14:32:27,20.00,17.990,40.095,30.102,1
2025-06-30,14:32:31,20.00,17.995,40.094,30.097,1
2025-06-30,14:32:34,20.00,17.991,40.098,30.104,1
2025-06-30,14:32:38,20.00,17.993,40.113,30.114,1
2025-06-30,14:32:41,20.00,17.995,40.107,30.108,1
2025-06-30,14:32:45,20.00,18.001,40.114,30.110,1
2025-06-30,14:32:48,20.00,17.997,40.110,30.110,1
2025-06-30,14:32:51,20.00,18.003,40.174,30.158,1
2025-06-30,14:32:55,20.00,18.014,40.136,30.118,1
2025-06-30,14:32:58,20.00,18.018,40.128,30.108,1
2025-06-30,14:33:02,20.00,18.005,40.128,30.118,1
2025-06-30,14:33:05,20.00,18.009,40.131,30.118,1
2025-06-30,14:33:09,20.00,18.015,40.143,30.123,1
2025-06-30,14:33:12,20.00,18.024,40.159,30.130,1
2025-06-30,14:33:16,20.00,18.016,40.152,30.130,1
2025-06-30,14:33:19,20.00,18.016,40.152,30.130,1
2025-06-30,14:33:22,20.00,18.029,40.154,30.122,1
2025-06-30,14:33:26,20.00,18.037,40.164,30.125,1
2025-06-30,14:33:29,20.00,18.052,40.156,30.107,1
2025-06-30,14:33:33,20.00,18.054,40.152,30.103,1
2025-06-30,14:33:36,20.00,18.071,40.164,30.100,1
2025-06-30,14:33:40,20.00,18.082,40.158,30.087,1
2025-06-30,14:33:43,20.00,18.072,40.182,30.114,1
2025-06-30,14:33:47,20.00,18.086,40.203,30.121,1
2025-06-30,14:33:50,20.00,18.089,40.179,30.099,1
2025-06-30,14:33:53,20.00,18.090,40.185,30.103,1
2025-06-30,14:33:57,20.00,18.090,40.201,30.117,1
2025-06-30,14:34:00,20.00,18.089,40.204,30.120,1
2025-06-30,14:34:04,20.00,18.093,40.188,30.104,1
2025-06-30,14:34:07,20.00,18.097,40.186,30.099,1
2025-06-30,14:34:11,20.00,18.098,40.182,30.095,1
2025-06-30,14:34:14,20.00,18.099,40.189,30.100,1
2025-06-30,14:34:18,20.00,18.098,40.199,30.109,1
2025-06-30,14:34:21,20.00,18.101,40.193,30.102,1
2025-06-30,14:34:24,20.00,18.106,40.210,30.112,1
2025-06-30,14:34:28,20.00,18.108,40.224,30.122,1
2025-06-30,14:34:31,20.00,18.099,40.205,30.113,1
2025-06-30,14:34:35,20.00,18.104,40.212,30.116,1
2025-06-30,14:34:38,20.00,18.110,40.224,30.121,1
2025-06-30,14:34:42,20.00,18.123,40.233,30.120,1
2025-06-30,14:34:45,20.00,18.130,40.232,30.113,1
2025-06-30,14:34:49,20.00,18.139,40.223,30.099,1
2025-06-30,14:34:52,20.00,18.139,40.248,30.120,1
2025-06-30,14:34:55,20.00,18.135,40.252,30.126,1
2025-06-30,14:34:59,20.00,18.131,40.281,30.153,1
2025-06-30,14:35:02,20.00,18.132,40.271,30.144,1
2025-06-30,14:35:06,20.00,18.140,40.260,30.129,1
2025-06-30,14:35:09,20.00,18.172,40.258,30.104,1
2025-06-30,14:35:13,20.00,18.174,40.259,30.103,1
2025-06-30,14:35:16,20.00,18.175,40.270,30.112,1
2025-06-30,14:35:20,20.00,18.176,40.281,30.120,1
2025-06-30,14:35:23,20.00,18.179,40.280,30.117,1
2025-06-30,14:35:26,20.00,18.183,40.273,30.108,1
2025-06-30,14:35:30,20.00,18.183,40.280,30.114,1
2025-06-30,14:35:33,20.00,18.187,40.290,30.120,1
2025-06-30,14:35:37,20.00,18.192,40.291,30.116,1
2025-06-30,14:35:40,20.00,18.199,40.289,30.110,1
2025-06-30,14:35:44,20.00,18.201,40.301,30.118,1
2025-06-30,14:35:47,20.00,18.201,40.296,30.114,1
2025-06-30,14:35:51,20.00,18.209,40.316,30.125,1
2025-06-30,14:35:54,20.00,18.219,40.307,30.110,1
2025-06-30,14:35:57,20.00,18.228,40.307,30.103,1
2025-06-30,14:36:01,20.00,18.234,40.297,30.091,1
2025-06-30,14:36:04,20.00,18.231,40.311,30.104,1
2025-06-30,14:36:08,20.00,18.243,40.325,30.108,1
2025-06-30,14:36:11,20.00,18.240,40.327,30.111,1
2025-06-30,14:36:15,20.00,18.238,40.313,30.101,1
2025-06-30,14:36:18,20.00,18.242,40.317,30.102,1
2025-06-30,14:36:22,20.00,18.242,40.330,30.113,1
2025-06-30,14:36:25,20.00,18.246,40.316,30.097,1
2025-06-30,14:36:28,20.00,18.252,40.316,30.094,1
2025-06-30,14:36:32,20.00,18.247,40.326,30.106,1
2025-06-30,14:36:35,20.00,18.258,40.334,30.104,1
2025-06-30,14:36:39,20.00,18.260,40.345,30.112,1
2025-06-30,14:36:42,20.00,18.263,40.342,30.108,1
2025-06-30,14:36:46,20.00,18.266,40.353,30.114,1
2025-06-30,14:36:49,20.00,18.273,40.354,30.109,1
2025-06-30,14:36:53,20.00,18.273,40.363,30.117,1
2025-06-30,14:36:56,20.00,18.279,40.360,30.110,1
2025-06-30,14:36:59,20.00,18.281,40.366,30.113,1
2025-06-30,14:37:03,20.00,18.287,40.376,30.118,1
2025-06-30,14:37:06,20.00,18.290,40.391,30.128,1
2025-06-30,14:37:10,20.00,18.297,40.394,30.125,1
2025-06-30,14:37:13,20.00,18.310,40.405,30.125,1
2025-06-30,14:37:17,20.00,18.309,40.406,30.126,1
2025-06-30,14:37:20,20.00,18.311,40.397,30.117,1
2025-06-30,14:37:24,20.00,18.303,40.389,30.117,1
2025-06-30,14:37:27,20.00,18.299,40.411,30.138,1
2025-06-30,14:37:30,20.00,18.308,40.388,30.113,1
2025-06-30,14:37:34,20.00,18.312,40.399,30.119,1
2025-06-30,14:37:37,20.00,18.321,40.408,30.119,1
2025-06-30,14:37:41,20.00,18.324,40.409,30.118,1
2025-06-30,14:37:44,20.00,18.324,40.393,30.105,1
2025-06-30,14:37:48,20.00,18.324,40.401,30.112,1
2025-06-30,14:37:51,20.00,18.331,40.411,30.115,1
2025-06-30,14:37:55,20.00,18.334,40.416,30.117,1
2025-06-30,14:37:58,20.00,18.340,40.411,30.108,1
2025-06-30,14:38:01,20.00,18.345,40.422,30.114,1
2025-06-30,14:38:05,20.00,18.351,40.431,30.116,1
2025-06-30,14:38:08,20.00,18.360,40.439,30.117,1
2025-06-30,14:38:12,20.00,18.372,40.435,30.105,1
2025-06-30,14:38:15,20.00,18.375,40.442,30.109,1
2025-06-30,14:38:19,20.00,18.381,40.456,30.115,1
2025-06-30,14:38:22,20.00,18.383,40.451,30.109,1
2025-06-30,14:38:26,20.00,18.386,40.443,30.101,1
2025-06-30,14:38:29,20.00,18.391,40.443,30.097,1
2025-06-30,14:38:32,20.00,18.393,40.440,30.093,1
2025-06-30,14:38:36,20.00,18.393,40.458,30.108,1
2025-06-30,14:38:39,20.00,18.391,40.468,30.118,1
2025-06-30,14:38:43,20.00,18.396,40.466,30.112,1
2025-06-30,14:38:46,20.00,18.399,40.477,30.120,1
2025-06-30,14:38:50,20.00,18.409,40.514,30.143,1
2025-06-30,14:38:53,20.00,18.411,40.473,30.107,1
2025-06-30,14:38:57,20.00,18.409,40.476,30.111,1
2025-06-30,14:39:00,20.00,18.409,40.476,30.111,1
2025-06-30,14:39:03,20.00,18.409,40.488,30.122,1
2025-06-30,14:39:07,20.00,18.420,40.487,30.112,1
2025-06-30,14:39:10,20.00,18.430,40.488,30.106,1
2025-06-30,14:39:14,20.00,18.438,40.494,30.105,1
2025-06-30,14:39:17,20.00,18.441,40.506,30.113,1
2025-06-30,14:39:21,20.00,18.442,40.508,30.113,1
2025-06-30,14:39:24,20.00,18.447,40.514,30.115,1
2025-06-30,14:39:28,20.00,18.442,40.516,30.121,1
2025-06-30,14:39:31,20.00,18.443,40.515,30.119,1
2025-06-30,14:39:34,20.00,18.459,40.517,30.109,1
2025-06-30,14:39:38,20.00,18.471,40.507,30.092,1
2025-06-30,14:39:41,20.00,18.481,40.520,30.095,1
2025-06-30,14:39:45,20.00,18.478,40.587,30.153,1
2025-06-30,14:39:48,20.00,18.491,40.538,30.103,1
2025-06-30,14:39:52,20.00,18.481,40.544,30.115,1
2025-06-30,14:39:55,20.00,18.498,40.534,30.094,1
2025-06-30,14:39:59,20.00,18.493,40.513,30.081,1
2025-06-30,14:40:02,20.00,18.491,40.538,30.102,1
2025-06-30,14:40:05,20.00,18.493,40.544,30.106,1
2025-06-30,14:40:09,20.00,18.491,40.546,30.110,1
2025-06-30,14:40:12,20.00,18.497,40.548,30.107,1
2025-06-30,14:40:16,20.00,18.507,40.556,30.106,1
2025-06-30,14:40:19,20.00,18.514,40.551,30.097,1
2025-06-30,14:40:23,20.00,18.521,40.572,30.109,1
2025-06-30,14:40:26,20.00,18.523,40.572,30.108,1
2025-06-30,14:40:30,20.00,18.527,40.581,30.112,1
2025-06-30,14:40:33,20.00,18.537,40.587,30.110,1
2025-06-30,14:40:36,20.00,18.539,40.597,30.117,1
2025-06-30,14:40:40,20.00,18.539,40.588,30.109,1
2025-06-30,14:40:43,20.00,18.544,40.603,30.118,1
2025-06-30,14:40:47,20.00,18.549,40.603,30.114,1
2025-06-30,14:40:50,20.00,18.555,40.603,30.110,1
2025-06-30,14:40:54,20.00,18.556,40.591,30.099,1
2025-06-30,14:40:57,20.00,18.559,40.604,30.108,1
2025-06-30,14:41:01,20.00,18.554,40.616,30.122,1
2025-06-30,14:41:04,20.00,18.560,40.615,30.116,1
2025-06-30,14:41:07,20.00,18.567,40.613,30.109,1
2025-06-30,14:41:11,20.00,18.572,40.618,30.110,1
2025-06-30,14:41:14,20.00,18.574,40.622,30.112,1
2025-06-30,14:41:18,20.00,18.581,40.615,30.101,1
2025-06-30,14:41:21,20.00,18.586,40.629,30.108,1
2025-06-30,14:41:25,20.00,18.591,40.623,30.101,1
2025-06-30,14:41:28,20.00,18.594,40.656,30.126,1
2025-06-30,14:41:32,20.00,18.593,40.659,30.128,1
2025-06-30,14:41:35,20.00,18.615,40.666,30.118,1
2025-06-30,14:41:38,20.00,18.614,40.650,30.105,1
2025-06-30,14:41:42,20.00,18.608,40.636,30.099,1
2025-06-30,14:41:45,20.00,18.608,40.657,30.115,1
2025-06-30,14:41:49,20.00,18.608,40.657,30.116,1
2025-06-30,14:41:52,20.00,18.615,40.668,30.120,1
2025-06-30,14:41:56,20.00,18.619,40.668,30.117,1
2025-06-30,14:41:59,20.00,18.622,40.668,30.115,1
2025-06-30,14:42:03,20.00,18.624,40.664,30.109,1
2025-06-30,14:42:06,20.00,18.631,40.684,30.121,1
2025-06-30,14:42:09,20.00,18.639,40.688,30.119,1
2025-06-30,14:42:13,20.00,18.642,40.685,30.114,1
2025-06-30,14:42:16,20.00,18.651,40.668,30.094,1
2025-06-30,14:42:20,20.00,18.650,40.702,30.122,1
2025-06-30,14:42:23,20.00,18.646,40.690,30.115,1
2025-06-30,14:42:27,20.00,18.651,40.673,30.097,1
2025-06-30,14:42:30,20.00,18.655,40.673,30.094,1
2025-06-30,14:42:34,20.00,18.658,40.696,30.112,1
2025-06-30,14:42:37,20.00,18.659,40.691,30.106,1
2025-06-30,14:42:40,20.00,18.663,40.720,30.127,1
2025-06-30,14:42:44,20.00,18.671,40.747,30.144,1
2025-06-30,14:42:47,20.00,18.693,40.749,30.130,1
2025-06-30,14:42:51,20.00,18.705,40.702,30.082,1
2025-06-30,14:42:54,20.00,18.708,40.696,30.075,1
2025-06-30,14:42:58,20.00,18.695,40.700,30.087,1
2025-06-30,14:43:01,20.00,18.700,40.701,30.085,1
2025-06-30,14:43:05,20.00,18.700,40.713,30.096,1
2025-06-30,14:43:08,20.00,18.703,40.706,30.087,1
2025-06-30,14:43:11,20.00,18.706,40.703,30.082,1
2025-06-30,14:43:15,20.00,18.708,40.732,30.105,1
2025-06-30,14:43:18,20.00,18.702,40.740,30.115,1
2025-06-30,14:43:22,20.00,18.710,40.745,30.114,1
2025-06-30,14:43:25,20.00,18.720,40.755,30.115,1
2025-06-30,14:43:29,20.00,18.725,40.746,30.104,1
2025-06-30,14:43:32,20.00,18.730,40.745,30.099,1
2025-06-30,14:43:36,20.00,18.737,40.743,30.093,1
2025-06-30,14:43:39,20.00,18.736,40.760,30.108,1
2025-06-30,14:43:42,20.00,18.735,40.772,30.118,1
2025-06-30,14:43:46,20.00,18.736,40.770,30.116,1
2025-06-30,14:43:49,20.00,18.744,40.779,30.117,1
2025-06-30,14:43:53,20.00,18.752,40.772,30.105,1
2025-06-30,14:43:56,20.00,18.752,40.784,30.116,1
2025-06-30,14:44:00,20.00,18.761,40.777,30.103,1
2025-06-30,14:44:03,20.00,18.764,40.764,30.091,1
2025-06-30,14:44:07,20.00,18.752,40.774,30.107,1
2025-06-30,14:44:10,20.00,18.751,40.764,30.100,1
2025-06-30,14:44:13,20.00,18.758,40.777,30.106,1
2025-06-30,14:44:17,20.00,18.771,40.790,30.107,1
2025-06-30,14:44:20,20.00,18.776,40.800,30.111,1
2025-06-30,14:44:24,20.00,18.777,40.804,30.114,1
2025-06-30,14:44:27,20.00,18.783,40.802,30.108,1
2025-06-30,14:44:31,20.00,18.791,40.793,30.094,1
2025-06-30,14:44:34,20.00,18.790,40.808,30.108,1
2025-06-30,14:44:38,20.00,18.788,40.817,30.117,1
2025-06-30,14:44:41,20.00,18.790,40.811,30.110,1
2025-06-30,14:44:44,20.00,18.805,40.819,30.106,1
2025-06-30,14:44:48,20.00,18.808,40.816,30.101,1
2025-06-30,14:44:51,20.00,18.809,40.818,30.102,1
2025-06-30,14:44:55,20.00,18.813,40.827,30.107,1
2025-06-30,14:44:58,20.00,18.820,40.838,30.110,1
2025-06-30,14:45:02,20.00,18.824,40.808,30.083,1
2025-06-30,14:45:05,20.00,18.827,40.833,30.101,1
2025-06-30,14:45:09,20.00,18.830,40.834,30.100,1
2025-06-30,14:45:12,20.00,18.837,40.842,30.101,1
2025-06-30,14:45:15,20.00,18.842,40.829,30.087,1
2025-06-30,14:45:19,20.00,18.843,40.830,30.088,1
2025-06-30,14:45:22,20.00,18.840,40.844,30.101,1
2025-06-30,14:45:26,20.00,18.840,40.854,30.109,1
2025-06-30,14:45:29,20.00,18.853,40.848,30.095,1
2025-06-30,14:45:33,20.00,18.856,40.851,30.095,1
2025-06-30,14:45:36,20.00,18.858,40.857,30.099,1
2025-06-30,14:45:40,20.00,18.863,40.872,30.107,1
2025-06-30,14:45:43,20.00,18.893,40.887,30.098,1
2025-06-30,14:45:46,20.00,18.894,40.893,30.102,1
2025-06-30,14:45:50,20.00,18.891,40.875,30.089,1
2025-06-30,14:45:53,20.00,18.890,40.882,30.096,1
2025-06-30,14:45:57,20.00,18.893,40.882,30.094,1
2025-06-30,14:46:00,20.00,18.895,40.887,30.096,1
2025-06-30,14:46:04,20.00,18.899,40.872,30.081,1
2025-06-30,14:46:07,20.00,18.896,40.898,30.105,1
2025-06-30,14:46:11,20.00,18.905,40.939,30.132,1
2025-06-30,14:46:14,20.00,18.911,40.952,30.138,1
2025-06-30,14:46:17,20.00,18.930,40.913,30.093,1
2025-06-30,14:46:21,20.00,18.934,40.918,30.094,1
2025-06-30,14:46:24,20.00,18.935,40.928,30.101,1
2025-06-30,14:46:28,20.00,18.939,40.922,30.093,1
2025-06-30,14:46:31,20.00,18.939,40.922,30.093,1
2025-06-30,14:46:35,20.00,18.938,40.924,30.095,1
2025-06-30,14:46:38,20.00,18.940,40.919,30.090,1
2025-06-30,14:46:42,20.00,18.945,40.934,30.098,1
2025-06-30,14:46:45,20.00,18.948,40.947,30.107,1
2025-06-30,14:46:48,20.00,18.951,40.932,30.092,1
2025-06-30,14:46:52,20.00,18.958,40.932,30.088,1
2025-06-30,14:46:55,20.00,18.961,40.950,30.100,1
2025-06-30,14:46:59,20.00,18.966,40.953,30.099,1
2025-06-30,14:47:02,20.00,18.974,40.956,30.096,1
2025-06-30,14:47:06,20.00,18.970,40.965,30.105,1
2025-06-30,14:47:09,20.00,18.968,40.968,30.109,1
2025-06-30,14:47:13,20.00,18.976,40.969,30.105,1
2025-06-30,14:47:16,20.00,18.980,40.967,30.100,1
2025-06-30,14:47:19,20.00,18.975,40.963,30.100,1
2025-06-30,14:47:23,20.00,18.980,40.958,30.093,1
2025-06-30,14:47:26,20.00,18.983,40.977,30.106,1
2025-06-30,14:47:30,20.00,18.983,40.989,30.116,1
2025-06-30,14:47:33,20.00,18.987,40.995,30.118,1
2025-06-30,14:47:37,20.00,18.998,40.984,30.101,1
2025-06-30,14:47:40,20.00,19.003,40.995,30.107,1
2025-06-30,14:47:44,20.00,18.998,40.993,30.108,1
2025-06-30,14:47:47,20.00,19.003,40.997,30.108,1
2025-06-30,14:47:50,20.00,19.010,41.013,30.116,1
2025-06-30,14:47:54,20.00,19.018,41.019,30.115,1
2025-06-30,14:47:57,20.00,19.027,41.011,30.102,1
2025-06-30,14:48:01,20.00,19.033,41.017,30.102,1
2025-06-30,14:48:04,20.00,19.034,41.034,30.116,1
2025-06-30,14:48:08,20.00,19.046,41.039,30.111,1
2025-06-30,14:48:11,20.00,19.044,41.047,30.119,1
2025-06-30,14:48:15,20.00,19.065,41.026,30.086,1
2025-06-30,14:48:18,20.00,19.071,41.020,30.078,1
2025-06-30,14:48:21,20.00,19.073,41.012,30.069,1
2025-06-30,14:48:25,20.00,19.065,41.034,30.093,1
2025-06-30,14:48:28,20.00,19.070,41.056,30.107,1
2025-06-30,14:48:32,20.00,19.074,41.049,30.099,1
2025-06-30,14:48:35,20.00,19.073,41.045,30.097,1
2025-06-30,14:48:39,20.00,19.070,41.048,30.101,1
2025-06-30,14:48:42,20.00,19.075,41.061,30.108,1
2025-06-30,14:48:46,20.00,19.081,41.057,30.101,1
2025-06-30,14:48:49,20.00,19.089,41.068,30.104,1
2025-06-30,14:48:52,20.00,19.093,41.054,30.089,1
2025-06-30,14:48:56,20.00,19.098,41.057,30.089,1
2025-06-30,14:48:59,20.00,19.093,41.068,30.100,1
2025-06-30,14:49:03,20.00,19.098,41.063,30.093,1
2025-06-30,14:49:06,20.00,19.101,41.068,30.094,1
2025-06-30,14:49:10,20.00,19.100,41.084,30.109,1
2025-06-30,14:49:13,20.00,19.108,41.088,30.106,1
2025-06-30,14:49:17,20.00,19.113,41.076,30.093,1
2025-06-30,14:49:20,20.00,19.115,41.082,30.096,1
2025-06-30,14:49:23,20.00,19.115,41.082,30.097,1
2025-06-30,14:49:27,20.00,19.114,41.089,30.102,1
2025-06-30,14:49:30,20.00,19.116,41.098,30.109,1
2025-06-30,14:49:34,20.00,19.126,41.102,30.105,1
2025-06-30,14:49:37,20.00,19.131,41.117,30.113,1
2025-06-30,14:49:41,20.00,19.138,41.115,30.106,1
2025-06-30,14:49:44,20.00,19.141,41.095,30.088,1
2025-06-30,14:49:48,20.00,19.148,41.104,30.090,1
2025-06-30,14:49:51,20.00,19.141,41.110,30.100,1
2025-06-30,14:49:54,20.00,19.146,41.093,30.083,1
2025-06-30,14:49:58,20.00,19.149,41.117,30.100,1
2025-06-30,14:50:01,20.00,19.151,41.113,30.096,1
2025-06-30,14:50:05,20.00,19.158,41.134,30.108,1
2025-06-30,14:50:08,20.00,19.167,41.135,30.102,1
2025-06-30,14:50:12,20.00,19.175,41.143,30.103,1
